a_a_1;tetrapsifios_mai;ktirio_ypiresia;perifereia_1;nomos_1;megethos_1;typos_1;diefthinsi_forea;arithmos;tk_1;dimos_1;longitude;latitude
276;277;ΚΕΝΤΡΟ ΨΥΧΙΚΗΣ ΥΓΙΕΙΝΗΣ ΧΑΛΑΝΔΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΚΕΝΤΡΟ ΥΓΕΙΑΣ;ΖΑΛΟΓΓΟΥ 6, ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ, 15343;;;;23,8154738;38,012889
277;278;"ΜΑΙΕΥΤΙΚΟ-ΓΥΝ/ΚΟ ""ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΠΛ. ΕΛ. ΒΕΝΙΖΕΛΟΥ 2 ΑΘΗΝΑ 115 21;;;;23,7547093;37,9855299
278;279;ΜΟΝΑΔΑ ΚΟΙΝΩΝΙΚΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΧΑΝΣΕΝΙΚΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΦΟΡΕΑΣ ΥΓΕΙΑΣ;ΔΩΔΕΚΑΝΗΣΟΥ 1 ΑΓ. ΒΑΡΒΑΡΑ , 123 51;;;;23,6641157;37,9941506
279;280;ΜΟΝΑΔΑ ΦΥΣΙΚΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΣΚΑΡΑΜΑΓΚΑ Γ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΦΟΡΕΑΣ ΥΓΕΙΑΣ;ΘΕΟΛΟΓΟΥ 11 ΣΚΑΡΑΜΑΓΚΑΣ;;;;23,6093983;38,0104228
281;282;"Ν ΠΑΘ/ΚΟ ΣΠΗΛΙΟΠΟΥΛΕΙΟ ""ΑΓ. ΕΛΕΝΗ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΔΗΜ. ΣΟΥΤΣΟΥ 21  ΑΘΗΝΑ 115 21;;;;23,7566293;37,9839402
283;284;"ΝΓΝ ""ΠΑΜΜΑΚΑΡΙΣΤΟΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΙΑΚΩΒΑΤΩΝ 43 ΑΘΗΝΑ 111 44;;;;23,731741;38,0145704
285;286;ΝΓΝ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ 'ΑΓΙΑ ΒΑΡΒΑΡΑ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΔΩΔΕΚΑΝΗΣΟΥ 1, 112351, ΑΓΙΑ ΒΑΡΒΑΡΑ ;;;;23,6641157;37,9941506
286;287;"ΝΓΝ ΜΕΛΙΣΣΙΩΝ ""ΑΜΑΛΙΑ ΦΛΕΜΙΝΓΚ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;"Α) ΠΤΕΡΥΓΑ ""ΤΣΑΓΚΑΡΗ"", 25ης ΜΑΡΤΙΟΥ 14, 15127 ΜΕΛΙΣΣΙΑ ) ΠΤΕΡΥΓΑ ΜΠΟΜΠΟΛΑ, Λ. ΠΗΓΗΣ &ΖΑ'Ι'ΜΗ 15127 ΜΕΛΙΣΣΙΑ";;;;23,8376522;38,0577163
287;288;"ΝΓΝ ΟΓΚ/ΚΟ ΝΟΣΟΚΟΜΕΙΟ ΚΗΦΙΣΙΑΣ ""ΟΙ ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ """;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΚΑΛΥΦΤΑΚΙ, Ν. ΚΗΦΙΣΙΑ, 14564;;;;23,7960067;38,0916095
288;289;ΠΓΝ ΠΑΤΗΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΧΑΛΚΙΔΑΣ 15-17 Α.ΠΑΤΗΣΙΑ ΑΘΗΝΑ 111 43;;;;23,7290693;38,0197237
289;290;"ΝΓΝ-ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΚΕΝΤΡΟ ΥΓΕΙΑΣ ΚΥΘΗΡΩΝ ""ΤΡΙΦΥΛΛΕΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΠΟΤΑΜΟΣ ΚΥΘΗΡΩΝ, 80200 ;;;;22,964618;36,289745
290;291;ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΑΘΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΜΑΡΧΙΑ;ΚΗΦΙΣΙΑΣ 125-127, 115-24 ΑΘΗΝΑ    ;;;;23,7671822;37,9939538
291;292;ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΜΑΡΧΙΑ;17ο ΧΛΜ. ΛΕΩΦ. ΜΑΡΑΘΩΝΟΣ, Τ.Κ 15344 ΠΑΛΛΗΝΗ;;;;23,8614481;38,0276341
292;293;ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΜΑΡΧΙΑ;ΗΡΩΩΝ  ΠΟΛΥΤΕΧΝΕΙΟΥ 78, Τ.Κ 19200, ΕΛΕΥΣΙΝΑ;;;;23,5430891;38,0579741
293;294;ΝΟΜΑΡΧΙΑΚΗ ΑΥΤΟΔΙΟΙΚΗΣΗ ΠΕΙΡΑΙΩΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΜΑΡΧΙΑ;ΑΚΤΗ ΠΟΣΕΙΔΩΝΟΣ 14 – 16 , Τ.Κ. 18531;;;;23,6427413;37,9452739
294;295;"ΝΟΣ. ΑΦΡΟΔ. & ΔΕΡΜ. ΝΟΣΩΝ ΑΘΗΝΩΝ ""ΑΝΔΡΕΑΣ ΣΥΓΓΡΟΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΔΡΑΓΟΥΜΗ 5 ΑΘΗΝΑ 161 21;;;;23,6567534;37,9622957
295;296;ΟΚΑΝΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΦΟΡΕΑΣ ΥΓΕΙΑΣ;ΑΒΕΡΩΦ 21, 10433 ΑΘΗΝΑ;;;;23,7280869;37,9890232
296;297;ΟΠΑΔ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΦΟΡΕΑΣ ΥΓΕΙΑΣ;ΜΑΚΕΔΟΝΙΑΣ 8, 10433 ΑΘΗΝΑ;;;;23,7286565;37,9896435
297;298;ΟΦΘΑΛΜΙΑΤΡΕΙΟ ΑΘΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΖΑΛΟΚΩΣΤΑ 8 ΑΘΗΝΑ 106 72;;;;23,7369534;37,9768573
298;299;ΠΑΙΔΙΚΟ ΑΝΑΠΤΥΞΙΑΚΟ ΚΕΝΤΡΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΦΟΡΕΑΣ ΥΓΕΙΑΣ;ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ 39 ΚΑΙ ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ, ΠΕΙΡΑΙΑΣ 18535;;;;23,645014;37,9406616
299;300;"ΠΑΙΔΟΠΟΛΗ ""ΑΓΙΟΣ ΑΝΔΡΕΑΣ"" ΚΑΛΑΜΑΚΙΟΥ ΑΤΤΙΚΗΣ";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΦΟΡΕΑΣ ΥΓΕΙΑΣ;ΘΟΥΚΥΔΙΔΟΥ 22, ΑΛΙΜΟΣ 17455;;;;23,7102251;37,914165
300;301;ΠΑΙΔΟΨΥΧΙΑΤΡΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΔΙΑΣΤΑΥΡΩΣΗ ΡΑΦΗΝΑΣ 19009;;;;23,9897443;38,0068501
301;302;ΠΓ ΑΝΤΙΚΑΡ/ΚΟ ΠΕΙΡΑΙΑ 'ΜΕΤΑΞΑ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΜΠΟΤΑΣΗ 51 - ΠΕΙΡΑΙΑΣ - 185 37;;;;23,6439574;37,9304477
302;303;"ΠΓΝ ""Γ. ΓΕΝΝΗΜΑΤΑΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΜΕΣΟΓΕΙΩΝ 154 ΑΘΗΝΑ 11527;;;;23,7835897;37,9982932
303;304;"ΠΓΝ ""ΕΥΑΓΓΕΛΙΣΜΟΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΥΨΗΛΑΝΤΟΥ 45-47 - ΑΘΗΝΑ - 106 75;;;;23,7473918;37,9770932
305;306;ΠΓΝ 'ΚΑΤ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΝΙΚΗΣ 2, 14561 ΚΗΦΙΣΙΑ;;;;23,8092665;38,0660159
307;308;"ΠΓΝ ""ΣΙΣΜΑΝΟΓΛΕΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;Γ.Ν.Α. ΣΙΣΜΑΝΟΓΛΕΙΟ, 15126 ΜΑΡΟΥΣΙ  ;;;;23,8198045;38,0515523
308;309;"ΠΓΝ ΑΘΗΝΩΝ ""ΑΛΕΞΑΝΔΡΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΒΑΣ. ΣΟΦΙΑΣ 80 - ΑΘΗΝΑ - 115 28;;;;23,7547648;37,9805871
309;310;"ΠΓΝ ΑΘΗΝΩΝ ""ΚΟΡΓΙΑΛΕΝΕΙΟ - ΜΠΕΝΑΚΕΙΟ ΕΕΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΕΡΥΘΡΟΥ ΣΤΑΥΡΟΥ ΚΑΙ ΑΘΑΝΑΣΑΚΗ 1 ΑΘΗΝΑ 155 26;;;;23,7680146;37,9918158
310;311;"ΠΓΝ ΒΟΥΛΑΣ ""ΑΣΚΛΗΠΙΕΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΒΑΣ. ΠΑΥΛΟΥ 1, ΒΟΥΛΑ 16673;;;;23,7722077;37,8465864
311;312;"ΠΓΝ ΕΛΕΥΣΙΝΑΣ ""ΘΡΙΑΣΕΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΛΕΩΦ. Γ. ΓΕΝΝΗΜΑΤΑ ΜΑΓΟΥΛΑ 19018;;;;23,5315572;38,0705847
312;313;ΚΩΝΣΤΑΝΤΟΠΟΥΛΕΙΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΝΕΑΣ ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΑΓ. ΟΛΓΑΣ 3-5, 14233, Ν.ΙΩΝΙΑ;;;;23,7588203;38,0358686
313;314;"ΠΓΝ ΝΙΚΑΙΑΣ ""ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;Δ. ΜΑΝΤΟΥΒΑΛΟΥ 3, 18454 ΝΙΚΑΙΑ;;;;23,6624595;37,9731927
314;315;"ΠΓΝ ΝΟΣΗΜΑΤΩΝ ΘΩΡΑΚΟΣ ""ΣΩΤΗΡΙΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;"Γ.Ν.Ν.Θ.Α. ""Η ΣΩΤΗΡΙΑ"" ΜΕΣΟΓΕΙΩΝ 152, ΑΘΗΝΑ, 1157, ΚΤΙΡΙΟ ΔΙΟΙΚΗΣΗΣ";;;;23,7829862;37,9978008
315;316;"ΠΓΝ ΠΑΙΔΩΝ ""ΑΓ. ΣΟΦΙΑ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΘΗΒΩΝ & ΠΑΠΑΔΙΑΜΑΝΤΟΠΟΥΛΟΥ ΑΘΗΝΑ 115 27;;;;23,767848;37,9843899
316;317;"ΠΓΝ ΠΑΙΔΩΝ ""ΑΓΛΑΪΑ ΚΥΡΙΑΚΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΘΗΒΩΝ & ΛΕΙΒΑΔΕΙΑΣ - ΑΘΗΝΑ - 115 27;;;;23,767848;37,9843899
317;318;ΠΓΝ ΠΕΙΡΑΙΑ 'ΤΖΑΝΕΙΟ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΑΦΕΝΤΟΥΛΗ & ΖΑΝΝΗ -  18536 ΠΕΙΡΑΙΑΣ;;;;23,6457579;37,9348699
318;319;ΠΕΡΙΦΕΡΕΙΑ ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΕΡΙΦΕΡΕΙΑ;ΚΑΤΕΧΑΚΗ 56 115 25 ΑΘΗΝΑ;;;;23,7743544;37,9942157
319;320;ΠΑΝΕΠΙΣΤΗΜΙΑΚΟ ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ ΑΤΤΙΚΟΝ (ΠΠΓΝ ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΡΙΜΙΝΙ 1, 12462 ΧΑΙΔΑΡΙ;;;;23,6654849;38,01559
321;322;"ΨΥΧΙΑΤΡΙΚΟ ΑΤΤΙΚΗΣ ""ΔΑΦΝΙ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;Λ. ΑΘΗΝΩΝ 374 12462 ΧΑΙΔΑΡΙ;;;;23,6653077;37,947593
322;323;"ΨΥΧΙΑΤΡΙΚΟ ΑΤΤΙΚΗΣ ""ΔΡΟΜΟΚΑΪΤΕΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΙΕΡΑ ΟΔΟΣ 343 ΧΑΪΔΑΡΙ 124 61;;;;23,665176;37,9990013
323;324;ΩΝΑΣΕΙΟ ΚΑΡΔΙΟΧΕΙΡΟΥΡΓΙΚΟ ΚΕΝΤΡΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΝΟΣΟΚΟΜΕΙΟ;ΛΕΩΦ. ΣΥΓΓΡΟΥ 356 ΚΑΛΛΙΘΕΑ 176 74;;;;23,6977579;37,9423422
1750;1871;Δ.Ο.Υ. ΚΗΦΙΣΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;Δ.Ο.Υ.;ΑΧΑΡΝΩΝ 43 ΚΗΦΙΣΙΑ;;;;23,7979146;38,0742694
1808;1929;Υ.Δ.Ε. ΔΙΕΥΘΥΝΣΕΩΝ Δ40 & Δ39;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΓΛΚ;Σίνα 2-4;;;;22,9301616;37,9342628
1809;1930;Υ.Δ.Ε. ΝΣ & Δ24 & Μ.Ε.Τ.Α.;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΓΛΚ;Αμερικής 6;;;;28,222656;36,448093
1826;1947;ΦΑΕ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;Δ.Ο.Υ.;Νοταρά 36-38, Πειραιάς;;;;23,6464622;37,9444548
1743;1864;Δ.Ο.Υ. ΑΘΗΝΩΝ ΚΑ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;Δ.Ο.Υ.;ΛΑΡΙΣΗΣ 33 & ΙΤΕΑΣ ΑΘΗΝΑ;;;;23,716647;37,97918
1744;1865;Δ.Ο.Υ. ΑΘΗΝΩΝ ΚΒ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;Δ.Ο.Υ.;ΚΟΥΜΟΥΝΔΟΥΡΟΥ 27 ΑΘΗΝΑ;;;;23,7249297;37,9851019
2789;3021;ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΔΗΜΟΣ;ΔΙΟΝΥΣΟΣ;;;;23,88599;38,104
1674;1775;Η.ΔΙ.Κ.Α. Α.Ε. (πρωην Κ.Η.Υ.Κ.Υ.);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΛΟΙΠΟΙ ΦΟΡΕΙΣ;Λ.ΣΥΓΓΡΟΥ 101 & ΛΑΓΟΥΜΙΤΖΗ 40, 11745;;;;23,7197755;37,9588756
1675;1776;ΕΘΝΙΚΟ ΣΥΜΒΟΥΛΙΟ ΡΑΔΙΟΤΗΛΕΟΡΑΣΗΣ (ΕΣΡ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΛΟΙΠΟΙ ΦΟΡΕΙΣ;ΠΑΝΕΠΙΣΤΗΜΙΟΥ & ΑΜΕΡΙΚΗΣ 5 10564 ΑΘΗΝΑ;;;;23,7324164;37,9799369
1676;1777;ΥΠΟΥΡΓΕΙΟ ΤΥΠΟΥ ΚΑΙ ΜΕΣΩΝ ΜΑΖΙΚΗΣ ΕΝΗΜΕΡΩΣΗΣ (Β);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΥΠΟΥΡΓΕΙΟ - ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ;ΖΑΛΟΚΩΣΤΑ  10, ΑΘΗΝΑ;;;;23,7369864;37,9770236
1679;1780;ΕΟΤ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΥΠΟΥΡΓΕΙΟ - ΓΕΝΙΚΗ ΓΡΑΜΜΑΤΕΙΑ;ΤΣΟΧΑ 7, 11521 ΑΘΗΝΑ;;;;23,7585355;37,9847025
1688;1809;ΡΑΠΤΑΡΧΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΛΟΙΠΟΙ ΦΟΡΕΙΣ;ΒΑΣ. ΣΟΦΙΑΣ 15, ΑΘΗΝΑ;;;;23,716647;37,97918
1689;1810;Ν.Α. ΑΘΗΝΩΝ - Δ/ΝΣΗ ΠΟΛΕΟΔΟΜΙΑΣ Ν. ΤΟΜΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΑΡΓΥΡΟΥΠΟΛΕΩΣ 94-96, ΑΡΓΥΡΟΥΠΟΛΗ;;;;23,7548932;37,9150614
1835;1956;Δ.Ο.Υ. ΚΟΡΩΠΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;Δ.Ο.Υ.;ΒΑΣ. ΚΩΝ/ΝΟΥ 156, ΚΟΡΩΠΙ;;;;23,872392;37,900247
1690;1811;Ν.Α. ΑΘΗΝΩΝ - Δ/ΝΣΗ ΠΟΛΕΟΔΟΜΙΑΣ, Β.ΤΟΜΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΛΕΩΦΟΡΟΣ ΗΡΑΚΛΕΙΟΥ139, ΝΕΑ ΙΩΝΙΑ;;;;23,755847;38,040727
1691;1812;Ν.Α. ΑΘΗΝΩΝ - Δ/ΝΣΗ ΥΓΕΙΑΣ ΚΕΝΤΡΙΚΟΣ ΤΟΜΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;Λ. ΑΛΕΞΑΝΔΡΑΣ 196, ΑΘΗΝΑ;;;;23,716647;37,97918
1692;1813;Ν.Α. ΠΕΙΡΑΙΑ - Δ/ΝΣΗ ΕΜΠΟΡΙΑΣ & ΠΡΟΣΤΑΣΙΑΣ ΚΑΤΑΝΑΛΩΤΗ, Δ/ΝΣΗ ΑΝΩΝΥΜΩΝ ΕΤΑΙΡΙΩΝ Δ/ΝΣΗ ΤΟΥΡΙΣΜΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΗΡ. ΠΟΛΥΤΕΧΝΕΙΟΥ 82;;;;23,6428918;37,9382905
1693;1814;Ν.Α. ΠΕΙΡΑΙΑ - Δ/ΝΣΗ ΠΡΟΜΗΘΕΙΩΝ, Δ/ΝΣΗ ΕΣΩΤΕΡΙΚΗΣ ΛΕΙΤΟΥΡΓΙΑΣ ΚΑΙ ΕΛΕΓΧΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΝΙΚΗΤΑ 6-8;;;;23,644667;37,9461709
1694;1815;Ν.Α. ΑΘΗΝΩΝ - Δ/ΝΣΗ ΠΟΛΕΟΔΟΜΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΛΕΩΦ. ΣΥΓΓΡΟΥ 77, ΑΘΗΝΑ;;;;23,716647;37,97918
1695;1816;Ν.Α. ΑΘΗΝΩΝ - Δ/ΝΣΗ ΜΕΤΑΦΟΡΩΝ Κ. ΤΟΜΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΜΕΣΟΓΕΙΩΝ 156, ΧΟΛΑΡΓΟΣ;;;;23,7840098;37,9986386
1696;1817;Ν.Α. ΑΘΗΝΩΝ - Δ/ΝΣΗ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ, Δ/ΝΣΗ ΚΤΗΝΙΑΤΡΙΚΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΦΕΙΔΙΠΙΔΟΥ 31 & ΜΙΧΑΛΑΚ/ΛΟΥ, ΑΘΗΝΑ;;;;23,716647;37,97918
1697;1818;Ν.Α. ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ - Δ/ΝΣΗ ΕΜΠΟΡΙΟΥ & ΤΟΥΡΙΣΜΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΠΕΡΣΕΦΟΝΗΣ 19 ΕΛΕΥΣΙΝΑ;;;;23,5394513;38,0455713
1698;1819;Ν.Α. ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ - Δ/ΝΣΗ METAΦΟΡΩΝ & ΕΠΙΚΟΙΝΩΝΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΝΟΜΑΡΧΙΑ - ΜΗ ΚΕΝΤΡΙΚΟ ΚΤΙΡΙΟ;ΒΑΣ. ΛΑΣΚΟΥ 55 & ΔΙΟΓΕΝΟΥΣ - ΕΛΕΥΣΙΝΑ;;;;23,542112;38,04325
